Sex,NOC,Games,Sport,Medal,age-height-weight_0,age-height-weight_1,age-height-weight_2
M,PAK,1984 Summer,Hockey,Gold,25.0,176.0,69.0
F,USA,2016 Summer,Athletics,Silver,27.0,170.0,65.0
M,IND,1964 Summer,Hockey,Gold,22.0,165.0,61.0
M,FRA,1920 Summer,Athletics,Silver,17.0,180.0,69.0
M,IRI,1972 Summer,Wrestling,Silver,29.0,158.0,48.0
M,RUS,2000 Summer,Shooting,Gold,41.0,168.0,72.0
M,RUS,2004 Summer,Shooting,Bronze,45.0,168.0,72.0
M,CRO,2012 Summer,Handball,Bronze,26.0,200.0,110.0
F,BRA,2004 Summer,Football,Silver,22.0,180.0,71.0
M,RUS,2004 Summer,Shooting,Gold,29.0,175.0,80.0
M,RUS,2008 Summer,Shooting,Bronze,32.0,175.0,80.0
M,BRA,2012 Summer,Beach Volleyball,Silver,26.0,203.0,106.0
M,BRA,2016 Summer,Beach Volleyball,Gold,30.0,203.0,106.0
M,NGR,2004 Summer,Athletics,Bronze,28.0,187.0,75.0
F,RUS,2008 Summer,Rhythmic Gymnastics,Gold,17.0,174.0,48.0
F,IRI,2016 Summer,Taekwondo,Bronze,18.0,185.0,57.0
F,EUN,1992 Winter,Short Track Speed Skating,Bronze,19.0,176.0,54.0
M,FRA,1936 Winter,Alpine Skiing,Bronze,23.0,168.0,68.0
M,ALG,2000 Summer,Boxing,Bronze,26.0,174.0,63.0
M,GBR,1984 Summer,Sailing,Bronze,25.0,193.0,93.0
M,FRA,1992 Winter,Freestyle Skiing,Silver,22.0,175.0,72.0
M,GBR,1984 Summer,Shooting,Bronze,40.0,162.0,68.0
M,GBR,1988 Summer,Shooting,Silver,44.0,162.0,68.0
M,USA,1972 Summer,Sailing,Gold,24.0,188.0,95.0
M,USA,1996 Summer,Baseball,Bronze,21.0,185.0,86.0
F,AUT,2004 Summer,Triathlon,Gold,34.0,163.0,53.0
F,AUS,2000 Summer,Hockey,Gold,26.0,170.0,65.0
M,USA,2000 Summer,Basketball,Gold,25.0,192.0,93.0
M,USA,1964 Winter,Figure Skating,Bronze,14.0,163.0,69.0
M,USA,2004 Summer,Rowing,Gold,25.0,193.0,98.0
M,USA,2008 Summer,Rowing,Bronze,29.0,193.0,98.0
F,AUS,2000 Summer,Softball,Bronze,21.0,170.0,59.0
F,AUS,2004 Summer,Softball,Silver,25.0,170.0,59.0
F,AUS,2008 Summer,Softball,Bronze,29.0,170.0,59.0
F,GBR,2000 Summer,Modern Pentathlon,Bronze,26.0,177.0,72.0
M,TTO,2012 Summer,Athletics,Bronze,23.0,180.0,73.0
M,GBR,1968 Summer,Equestrianism,Silver,54.0,180.0,71.0
M,GBR,1968 Summer,Equestrianism,Gold,54.0,180.0,71.0
F,USA,1964 Summer,Swimming,Gold,15.0,163.0,59.0
F,ITA,2004 Summer,Water Polo,Gold,34.0,167.0,60.0
M,SWE,1920 Summer,Athletics,Bronze,31.0,170.0,63.0
F,SWE,2002 Winter,Ice Hockey,Bronze,29.0,170.0,69.0
M,URS,1960 Winter,Ice Hockey,Bronze,20.0,178.0,83.0
M,URS,1964 Winter,Ice Hockey,Gold,24.0,178.0,83.0
M,ARG,1996 Summer,Football,Silver,22.0,173.0,70.0
M,SWE,1912 Summer,Athletics,Bronze,20.0,188.0,73.0
M,SWE,1920 Summer,Athletics,Bronze,28.0,188.0,73.0
M,SWE,1948 Summer,Athletics,Bronze,28.0,182.0,70.0
M,CMR,2000 Summer,Football,Gold,20.0,180.0,80.0
M,BRA,1988 Summer,Football,Silver,25.0,182.0,74.0
F,ESP,2012 Summer,Handball,Bronze,28.0,172.0,65.0
M,RUS,2012 Summer,Boxing,Bronze,23.0,164.0,52.0
F,NGR,2000 Summer,Athletics,Silver,22.0,155.0,51.0
M,NOR,1994 Winter,Cross Country Skiing,Gold,22.0,190.0,82.0
M,NOR,1994 Winter,Cross Country Skiing,Silver,22.0,190.0,82.0
M,NOR,1998 Winter,Cross Country Skiing,Gold,26.0,190.0,82.0
M,NOR,1998 Winter,Cross Country Skiing,Gold,26.0,190.0,82.0
M,NOR,2002 Winter,Cross Country Skiing,Gold,30.0,190.0,82.0
M,NOR,2002 Winter,Cross Country Skiing,Gold,30.0,190.0,82.0
F,SWE,2000 Summer,Swimming,Silver,23.0,180.0,64.0
F,SWE,2000 Summer,Swimming,Silver,23.0,180.0,64.0
F,SWE,2000 Summer,Swimming,Bronze,23.0,180.0,64.0
M,URS,1988 Summer,Fencing,Silver,28.0,181.0,78.0
F,NOR,2012 Summer,Handball,Gold,27.0,172.0,60.0
F,NOR,2016 Summer,Handball,Bronze,31.0,172.0,60.0
M,GER,2008 Summer,Canoeing,Bronze,26.0,193.0,92.0
F,GER,1992 Summer,Rowing,Silver,25.0,180.0,72.0
M,ITA,1912 Summer,Athletics,Bronze,18.0,177.0,70.0
F,SUI,2014 Winter,Ice Hockey,Bronze,19.0,165.0,64.0
M,CHI,2000 Summer,Football,Bronze,20.0,173.0,62.0
M,USA,2014 Winter,Short Track Speed Skating,Silver,24.0,175.0,72.0
M,CUB,1972 Summer,Basketball,Bronze,22.0,198.0,97.0
M,CUB,2012 Summer,Boxing,Bronze,21.0,173.0,60.0
M,CUB,2016 Summer,Boxing,Bronze,25.0,173.0,60.0
F,COL,2012 Summer,Judo,Bronze,26.0,176.0,70.0
F,COL,2016 Summer,Judo,Silver,30.0,176.0,70.0
M,ITA,1956 Winter,Bobsleigh,Silver,23.0,178.0,83.0
M,BRA,2012 Summer,Volleyball,Silver,25.0,194.0,88.0
M,EGY,2004 Summer,Boxing,Silver,29.0,190.0,91.0
M,RUS,2000 Summer,Gymnastics,Bronze,21.0,166.0,63.0
M,RUS,2006 Winter,Cross Country Skiing,Bronze,23.0,169.0,60.0
F,ROU,1996 Summer,Gymnastics,Bronze,16.0,158.0,44.0
F,ROU,1996 Summer,Gymnastics,Bronze,16.0,158.0,44.0
F,ROU,1996 Summer,Gymnastics,Silver,16.0,158.0,44.0
F,ROU,1996 Summer,Gymnastics,Gold,16.0,158.0,44.0
F,ROU,2000 Summer,Gymnastics,Gold,20.0,158.0,44.0
F,ROU,2000 Summer,Gymnastics,Gold,20.0,158.0,44.0
F,ROU,2000 Summer,Gymnastics,Bronze,20.0,158.0,44.0
F,URS,1980 Winter,Luge,Bronze,19.0,170.0,69.0
M,BRA,1996 Summer,Football,Bronze,23.0,170.0,67.0
M,ITA,2004 Summer,Rowing,Bronze,24.0,177.0,73.0
M,GHA,1972 Summer,Boxing,Bronze,28.0,177.0,75.0
M,ESP,1996 Summer,Hockey,Silver,26.0,168.0,73.0
M,FRA,1996 Summer,Shooting,Bronze,34.0,175.0,74.0
M,FRA,1996 Summer,Shooting,Gold,34.0,175.0,74.0
M,ESP,1980 Summer,Hockey,Silver,34.0,193.0,80.0
M,ESP,1960 Summer,Hockey,Bronze,20.0,183.0,67.0
M,ESP,1996 Summer,Hockey,Silver,18.0,183.0,78.0
M,ESP,2008 Summer,Hockey,Silver,30.0,183.0,78.0
F,ARG,2000 Summer,Sailing,Bronze,26.0,170.0,63.0
M,BRA,1984 Summer,Volleyball,Silver,25.0,198.0,87.0
M,BRA,1992 Summer,Volleyball,Gold,33.0,198.0,87.0
M,BRA,1960 Summer,Basketball,Bronze,24.0,190.0,90.0
M,BRA,1964 Summer,Basketball,Bronze,28.0,190.0,90.0
M,ESP,1992 Summer,Football,Gold,21.0,182.0,68.0
M,ESP,2000 Summer,Football,Silver,22.0,188.0,85.0
M,ITA,1960 Summer,Water Polo,Gold,21.0,174.0,77.0
M,NGR,2008 Summer,Football,Silver,19.0,187.0,70.0
F,USA,2000 Summer,Softball,Gold,23.0,172.0,70.0
M,HUN,1964 Summer,Water Polo,Gold,31.0,185.0,90.0
M,GDR,1972 Summer,Canoeing,Gold,23.0,173.0,74.0
M,FRA,2002 Winter,Alpine Skiing,Silver,29.0,180.0,87.0
M,ITA,2004 Summer,Rowing,Bronze,28.0,184.0,73.0
M,USA,1964 Summer,Rowing,Gold,27.0,186.0,86.0
M,USA,1964 Summer,Rowing,Gold,29.0,186.0,91.0
M,SUI,2002 Winter,Ski Jumping,Gold,20.0,171.0,55.0
M,SUI,2002 Winter,Ski Jumping,Gold,20.0,171.0,55.0
M,SUI,2010 Winter,Ski Jumping,Gold,28.0,171.0,55.0
M,SUI,2010 Winter,Ski Jumping,Gold,28.0,171.0,55.0
M,FRG,1976 Summer,Equestrianism,Silver,43.0,183.0,71.0
M,NGR,1996 Summer,Football,Gold,23.0,182.0,78.0
M,USA,2002 Winter,Ice Hockey,Silver,31.0,183.0,91.0
F,AUS,1964 Summer,Athletics,Bronze,24.0,163.0,55.0
F,ESP,2012 Summer,Handball,Bronze,29.0,165.0,62.0
M,BOT,2012 Summer,Athletics,Silver,18.0,179.0,60.0
M,ARM,2008 Summer,Wrestling,Bronze,24.0,158.0,55.0
M,GDR,1988 Summer,Cycling,Gold,24.0,182.0,77.0
F,TUN,2016 Summer,Wrestling,Bronze,27.0,160.0,58.0
F,CAN,1976 Summer,Swimming,Bronze,19.0,183.0,70.0
M,NOR,1968 Summer,Canoeing,Gold,23.0,195.0,88.0
M,NOR,1972 Summer,Canoeing,Bronze,27.0,195.0,88.0
M,NGR,1996 Summer,Football,Gold,25.0,176.0,70.0
M,NGR,2016 Summer,Football,Bronze,20.0,171.0,85.0
M,CAN,1936 Summer,Canoeing,Gold,31.0,188.0,84.0
M,KOR,2016 Summer,Judo,Silver,22.0,169.0,66.0
M,KOR,1984 Summer,Judo,Gold,22.0,172.0,78.0
M,KOR,1988 Summer,Wrestling,Bronze,25.0,166.0,67.0
M,KOR,1992 Summer,Wrestling,Gold,23.0,163.0,62.0
M,KOR,1988 Summer,Table Tennis,Bronze,23.0,183.0,74.0
F,KOR,2008 Summer,Handball,Bronze,27.0,162.0,62.0
F,PRK,2008 Summer,Judo,Silver,28.0,160.0,52.0
F,PRK,2012 Summer,Judo,Gold,32.0,160.0,52.0
F,KOR,1998 Winter,Short Track Speed Skating,Gold,18.0,155.0,48.0
M,KOR,2006 Winter,Short Track Speed Skating,Bronze,20.0,170.0,65.0
M,KOR,2006 Winter,Short Track Speed Skating,Gold,20.0,170.0,65.0
M,KOR,2006 Winter,Short Track Speed Skating,Gold,20.0,170.0,65.0
M,RUS,2014 Winter,Short Track Speed Skating,Gold,28.0,170.0,65.0
M,RUS,2014 Winter,Short Track Speed Skating,Gold,28.0,170.0,65.0
M,RUS,2014 Winter,Short Track Speed Skating,Bronze,28.0,170.0,65.0
M,RUS,2014 Winter,Short Track Speed Skating,Gold,28.0,170.0,65.0
M,KOR,1984 Summer,Boxing,Silver,20.0,174.0,70.0
M,CHN,1998 Winter,Short Track Speed Skating,Silver,19.0,173.0,70.0
M,CHN,1998 Winter,Short Track Speed Skating,Bronze,19.0,173.0,70.0
M,CHN,2002 Winter,Short Track Speed Skating,Bronze,23.0,173.0,70.0
F,CHN,1996 Summer,Softball,Silver,23.0,170.0,65.0
F,BRA,1996 Summer,Volleyball,Bronze,26.0,187.0,73.0
F,BRA,1996 Summer,Volleyball,Bronze,24.0,183.0,68.0
M,BUL,1980 Summer,Canoeing,Bronze,24.0,185.0,80.0
F,BLR,2000 Summer,Rhythmic Gymnastics,Silver,16.0,171.0,52.0
M,ITA,1992 Summer,Cycling,Silver,23.0,188.0,81.0
F,YUG,1980 Summer,Handball,Silver,19.0,176.0,65.0
F,YUG,1984 Summer,Handball,Gold,23.0,176.0,65.0
M,CRO,2004 Summer,Tennis,Bronze,20.0,195.0,84.0
M,POL,1972 Summer,Football,Gold,26.0,178.0,77.0
F,FRA,2016 Summer,Judo,Gold,28.0,170.0,97.0
M,SUI,2002 Winter,Bobsleigh,Silver,31.0,187.0,104.0
F,USA,1984 Summer,Hockey,Bronze,32.0,174.0,73.0
F,DEN,2016 Summer,Rowing,Bronze,23.0,183.0,86.0
F,NOR,1996 Summer,Football,Bronze,23.0,168.0,56.0
F,DEN,1996 Summer,Handball,Gold,23.0,169.0,65.0
F,DEN,2000 Summer,Handball,Gold,27.0,169.0,65.0
F,NOR,1988 Summer,Handball,Silver,29.0,179.0,82.0
F,DEN,2004 Summer,Handball,Gold,28.0,172.0,72.0
F,NOR,1992 Summer,Sailing,Gold,23.0,169.0,64.0
M,DEN,2008 Summer,Rowing,Gold,30.0,187.0,75.0
F,NOR,1996 Summer,Football,Bronze,23.0,173.0,60.0
M,FIN,1928 Summer,Athletics,Bronze,28.0,178.0,70.0
M,DEN,1960 Summer,Football,Silver,30.0,173.0,73.0
M,NOR,1980 Winter,Speed Skating,Bronze,27.0,180.0,75.0
F,NOR,1984 Summer,Athletics,Silver,30.0,172.0,53.0
M,BRA,2008 Summer,Football,Bronze,20.0,176.0,77.0
M,BRA,2004 Summer,Volleyball,Gold,30.0,190.0,95.0
M,BRA,2008 Summer,Volleyball,Silver,34.0,190.0,95.0
F,USA,2012 Summer,Swimming,Gold,21.0,173.0,64.0
F,USA,2000 Summer,Athletics,Gold,22.0,164.0,61.0
M,USA,2008 Summer,Baseball,Bronze,20.0,193.0,104.0
M,AUS,2004 Summer,Baseball,Silver,23.0,187.0,86.0
M,CAN,1960 Summer,Rowing,Silver,23.0,190.0,86.0
M,USA,1964 Summer,Shooting,Gold,25.0,183.0,77.0
M,USA,1968 Summer,Shooting,Gold,29.0,183.0,77.0
M,NZL,1992 Summer,Cycling,Bronze,24.0,181.0,75.0
F,USA,2012 Summer,Swimming,Silver,20.0,178.0,68.0
F,USA,2014 Winter,Snowboarding,Gold,23.0,160.0,54.0
M,CAN,2010 Winter,Snowboarding,Gold,34.0,178.0,80.0
M,USA,1932 Summer,Athletics,Gold,25.0,191.0,97.0
M,AUS,1972 Summer,Sailing,Gold,33.0,183.0,89.0
M,USA,2016 Summer,Volleyball,Bronze,29.0,202.0,100.0
M,GBR,1968 Summer,Sailing,Bronze,33.0,183.0,86.0
M,USA,1956 Summer,Weightlifting,Gold,24.0,178.0,141.0
M,AUS,1984 Summer,Sailing,Bronze,30.0,187.0,72.0
M,USA,1928 Summer,Athletics,Silver,22.0,190.0,77.0
M,AUS,1972 Summer,Sailing,Gold,33.0,183.0,89.0
M,USA,1932 Winter,Ice Hockey,Silver,23.0,175.0,77.0
M,USA,1956 Winter,Ice Hockey,Silver,22.0,182.0,77.0
M,USA,1988 Summer,Basketball,Bronze,21.0,200.0,86.0
F,SWE,1984 Summer,Canoeing,Gold,23.0,172.0,68.0
F,SWE,1984 Summer,Canoeing,Gold,23.0,172.0,68.0
F,SWE,1984 Summer,Canoeing,Silver,23.0,172.0,68.0
F,SWE,1992 Summer,Canoeing,Silver,31.0,172.0,68.0
F,SWE,1992 Summer,Canoeing,Bronze,31.0,172.0,68.0
F,SWE,1996 Summer,Canoeing,Gold,35.0,172.0,68.0
F,SWE,1996 Summer,Canoeing,Bronze,35.0,172.0,68.0
M,SWE,1964 Winter,Ice Hockey,Silver,27.0,177.0,72.0
F,SWE,2002 Winter,Ice Hockey,Bronze,20.0,169.0,63.0
M,SWE,1968 Winter,Cross Country Skiing,Silver,27.0,178.0,68.0
F,SWE,2006 Winter,Ice Hockey,Silver,23.0,179.0,74.0
M,SWE,1984 Summer,Wrestling,Bronze,28.0,186.0,93.0
F,SWE,2002 Winter,Ice Hockey,Bronze,26.0,169.0,69.0
F,SWE,2006 Winter,Ice Hockey,Silver,30.0,169.0,69.0
M,SWE,1912 Summer,Athletics,Silver,22.0,172.0,63.0
M,SWE,1912 Summer,Athletics,Gold,22.0,172.0,63.0
F,SWE,2016 Summer,Football,Silver,23.0,167.0,61.0
M,SWE,2012 Summer,Handball,Silver,29.0,200.0,105.0
M,SWE,1992 Winter,Biathlon,Bronze,30.0,183.0,71.0
F,SWE,2006 Winter,Cross Country Skiing,Gold,24.0,158.0,58.0
M,SWE,1992 Summer,Handball,Silver,26.0,180.0,80.0
M,SWE,1996 Summer,Handball,Silver,30.0,180.0,80.0
M,SWE,2000 Summer,Handball,Silver,34.0,180.0,80.0
M,SWE,2012 Summer,Handball,Silver,34.0,186.0,95.0
M,SWE,1988 Winter,Ice Hockey,Bronze,28.0,187.0,88.0
M,SWE,1988 Winter,Ice Hockey,Bronze,25.0,190.0,92.0
M,AUS,1992 Summer,Canoeing,Bronze,29.0,188.0,95.0
M,SWE,1992 Summer,Handball,Silver,22.0,191.0,83.0
M,SWE,1996 Summer,Handball,Silver,26.0,191.0,83.0
M,SWE,1980 Winter,Ice Hockey,Bronze,30.0,173.0,77.0
F,GDR,1980 Winter,Cross Country Skiing,Gold,19.0,168.0,53.0
M,URS,1976 Summer,Wrestling,Gold,24.0,194.0,125.0
M,URS,1980 Summer,Wrestling,Gold,28.0,194.0,125.0
M,JPN,1976 Summer,Weightlifting,Bronze,26.0,154.0,59.0
F,JPN,2012 Summer,Football,Silver,30.0,164.0,57.0
F,JPN,2000 Summer,Softball,Silver,29.0,163.0,60.0
M,JPN,2004 Summer,Baseball,Bronze,26.0,183.0,89.0
M,BRA,1988 Summer,Football,Silver,31.0,170.0,72.0
M,URU,1924 Summer,Football,Gold,22.0,179.0,77.0
M,URU,1928 Summer,Football,Gold,26.0,179.0,77.0
M,BRA,1996 Summer,Football,Bronze,21.0,183.0,79.0
M,USA,1956 Summer,Modern Pentathlon,Silver,25.0,178.0,68.0
M,FRA,1908 Summer,Athletics,Silver,18.0,188.0,85.0
M,FRA,1920 Summer,Athletics,Bronze,30.0,188.0,85.0
M,BRA,1984 Summer,Football,Silver,24.0,180.0,82.0
M,USA,1964 Summer,Diving,Bronze,18.0,163.0,61.0
F,NOR,1998 Winter,Biathlon,Bronze,24.0,177.0,60.0
F,NOR,2002 Winter,Biathlon,Silver,28.0,177.0,60.0
M,NOR,1976 Summer,Rowing,Silver,27.0,190.0,88.0
M,ITA,1984 Summer,Athletics,Gold,25.0,191.0,118.0
M,ROU,1980 Summer,Wrestling,Bronze,24.0,190.0,101.0
M,ROU,1984 Summer,Wrestling,Gold,29.0,190.0,101.0
F,BRA,2004 Summer,Football,Silver,26.0,175.0,65.0
F,BRA,2008 Summer,Football,Silver,30.0,175.0,65.0
M,ITA,1964 Summer,Cycling,Silver,23.0,173.0,73.0
M,SUI,1998 Winter,Curling,Gold,25.0,179.0,74.0
M,NOR,1998 Winter,Biathlon,Silver,24.0,191.0,76.0
M,NOR,2002 Winter,Biathlon,Gold,28.0,191.0,76.0
M,NOR,2006 Winter,Biathlon,Bronze,32.0,191.0,76.0
F,AUS,1960 Summer,Swimming,Bronze,16.0,162.0,54.0
F,AUS,1960 Summer,Swimming,Silver,16.0,162.0,54.0
M,GBR,2014 Winter,Curling,Silver,24.0,175.0,85.0
F,AUS,1996 Summer,Hockey,Gold,24.0,168.0,59.0
F,USA,1984 Summer,Swimming,Gold,21.0,167.0,62.0
F,USA,1984 Summer,Swimming,Gold,21.0,167.0,62.0
M,URS,1980 Summer,Football,Bronze,24.0,173.0,70.0
M,URS,1968 Summer,Basketball,Bronze,23.0,215.0,90.0
M,RUS,2000 Summer,Athletics,Bronze,34.0,170.0,58.0
F,URS,1980 Summer,Volleyball,Gold,21.0,180.0,85.0
M,URS,1972 Summer,Gymnastics,Silver,19.0,166.0,60.0
M,URS,1972 Summer,Gymnastics,Gold,19.0,166.0,60.0
M,URS,1972 Summer,Gymnastics,Bronze,19.0,166.0,60.0
M,URS,1976 Summer,Gymnastics,Gold,23.0,166.0,60.0
M,URS,1976 Summer,Gymnastics,Silver,23.0,166.0,60.0
M,URS,1976 Summer,Gymnastics,Gold,23.0,166.0,60.0
M,URS,1976 Summer,Gymnastics,Silver,23.0,166.0,60.0
M,URS,1976 Summer,Gymnastics,Gold,23.0,166.0,60.0
M,URS,1976 Summer,Gymnastics,Bronze,23.0,166.0,60.0
M,URS,1980 Summer,Gymnastics,Silver,27.0,166.0,60.0
M,URS,1980 Summer,Gymnastics,Gold,27.0,166.0,60.0
M,URS,1980 Summer,Gymnastics,Gold,27.0,166.0,60.0
M,URS,1980 Summer,Gymnastics,Bronze,27.0,166.0,60.0
M,URS,1972 Summer,Football,Bronze,25.0,174.0,70.0
M,YUG,1984 Summer,Water Polo,Gold,22.0,192.0,91.0
M,YUG,1988 Summer,Water Polo,Gold,26.0,192.0,91.0
M,FRA,1996 Summer,Rowing,Bronze,29.0,192.0,92.0
M,FRA,2000 Summer,Rowing,Gold,33.0,192.0,92.0
M,ROU,1996 Summer,Canoeing,Bronze,28.0,180.0,82.0
M,UKR,2012 Summer,Wrestling,Silver,25.0,181.0,97.0
M,TCH,1964 Summer,Rowing,Bronze,27.0,176.0,75.0
F,RUS,2008 Summer,Handball,Silver,22.0,185.0,70.0
M,POL,1968 Summer,Fencing,Bronze,26.0,186.0,72.0
M,POL,2008 Summer,Fencing,Silver,33.0,179.0,75.0
M,ITA,2006 Winter,Speed Skating,Gold,21.0,185.0,81.0
M,ITA,1996 Summer,Water Polo,Bronze,21.0,176.0,85.0
M,BUL,1972 Summer,Boxing,Silver,24.0,170.0,63.0
M,BUL,1972 Summer,Wrestling,Bronze,25.0,152.0,48.0
M,BUL,1976 Summer,Wrestling,Bronze,29.0,152.0,48.0
M,BUL,1980 Summer,Volleyball,Silver,26.0,196.0,86.0
F,GER,2008 Summer,Football,Bronze,29.0,174.0,70.0
M,FRG,1980 Winter,Biathlon,Bronze,20.0,178.0,73.0
M,FRG,1984 Winter,Biathlon,Silver,24.0,178.0,73.0
M,FRG,1984 Winter,Biathlon,Gold,24.0,178.0,73.0
M,FRG,1984 Winter,Biathlon,Bronze,24.0,178.0,73.0
M,FRG,1988 Winter,Biathlon,Silver,28.0,178.0,73.0
M,GER,2002 Winter,Cross Country Skiing,Bronze,24.0,179.0,72.0
M,GER,2006 Winter,Cross Country Skiing,Bronze,28.0,179.0,72.0
M,GER,2006 Winter,Cross Country Skiing,Silver,28.0,179.0,72.0
M,GER,2010 Winter,Cross Country Skiing,Silver,32.0,179.0,72.0
M,ITA,1964 Summer,Equestrianism,Gold,26.0,177.0,64.0
M,USA,1996 Summer,Wrestling,Gold,27.0,178.0,100.0
M,ESP,2000 Summer,Football,Silver,23.0,175.0,70.0
F,HUN,1976 Summer,Handball,Bronze,21.0,163.0,63.0
M,NGR,2008 Summer,Football,Silver,20.0,192.0,94.0
F,RUS,2000 Summer,Water Polo,Bronze,31.0,178.0,63.0
F,URS,1988 Summer,Handball,Bronze,27.0,174.0,70.0
F,EUN,1992 Summer,Handball,Bronze,31.0,174.0,70.0
F,URS,1976 Summer,Athletics,Silver,26.0,172.0,65.0
F,URS,1976 Summer,Athletics,Bronze,24.0,167.0,52.0
F,URS,1980 Summer,Athletics,Silver,28.0,167.0,52.0
F,FRA,1998 Winter,Figure Skating,Bronze,22.0,162.0,52.0
F,FRA,2002 Winter,Figure Skating,Gold,26.0,162.0,52.0
F,ROU,1988 Summer,Rowing,Bronze,26.0,183.0,82.0
F,ROU,1988 Summer,Rowing,Silver,26.0,183.0,82.0
F,GDR,1976 Summer,Swimming,Gold,18.0,160.0,52.0
M,YUG,1960 Summer,Football,Gold,23.0,177.0,79.0
F,AUS,1996 Summer,Hockey,Gold,23.0,162.0,65.0
F,AUS,2000 Summer,Hockey,Gold,27.0,162.0,65.0
M,SUI,2002 Winter,Bobsleigh,Bronze,27.0,181.0,98.0
M,SUI,2006 Winter,Bobsleigh,Bronze,31.0,181.0,98.0
M,SUI,2006 Winter,Bobsleigh,Bronze,31.0,181.0,98.0
F,JPN,2004 Summer,Judo,Gold,28.0,162.0,76.0
M,RUS,2016 Summer,Canoeing,Bronze,28.0,192.0,95.0
M,IRI,2012 Summer,Weightlifting,Silver,28.0,192.0,105.0
M,URS,1976 Summer,Handball,Gold,22.0,203.0,96.0
M,URS,1980 Summer,Handball,Silver,26.0,203.0,96.0
F,GER,2006 Winter,Speed Skating,Gold,31.0,165.0,60.0
F,GER,2010 Winter,Speed Skating,Gold,35.0,165.0,60.0
M,SUI,2000 Summer,Shooting,Silver,35.0,178.0,72.0
F,GBR,2016 Summer,Hockey,Gold,24.0,176.0,73.0
F,CAN,2002 Winter,Ice Hockey,Gold,24.0,170.0,64.0
F,HUN,1964 Summer,Athletics,Silver,27.0,164.0,66.0
M,POL,1976 Summer,Handball,Bronze,28.0,188.0,82.0
F,FRA,2010 Winter,Snowboarding,Silver,31.0,165.0,52.0
M,USA,2004 Summer,Basketball,Bronze,20.0,203.0,109.0
M,USA,2008 Summer,Basketball,Gold,24.0,203.0,109.0
M,USA,2012 Summer,Basketball,Gold,28.0,203.0,109.0
M,USA,2016 Summer,Basketball,Gold,32.0,203.0,109.0
M,GUY,1980 Summer,Boxing,Bronze,22.0,173.0,54.0
M,USA,2004 Summer,Shooting,Silver,40.0,173.0,73.0
M,ITA,1988 Summer,Athletics,Silver,26.0,170.0,52.0
M,IND,1960 Summer,Hockey,Silver,29.0,168.0,59.0
M,USA,2014 Winter,Skeleton,Bronze,28.0,190.0,84.0
M,AUS,1992 Summer,Rowing,Gold,34.0,183.0,82.0
M,ITA,2002 Winter,Short Track Speed Skating,Silver,25.0,171.0,69.0
F,ARG,2000 Summer,Hockey,Silver,25.0,170.0,70.0
F,ARG,2004 Summer,Hockey,Bronze,29.0,170.0,70.0
M,ITA,2016 Summer,Volleyball,Silver,28.0,198.0,88.0
M,RUS,2012 Summer,Basketball,Bronze,23.0,202.0,97.0
M,RUS,2014 Winter,Luge,Silver,22.0,179.0,80.0
M,URS,1988 Summer,Volleyball,Silver,25.0,198.0,95.0
F,UKR,2008 Summer,Athletics,Bronze,36.0,180.0,95.0
F,URS,1976 Summer,Rowing,Bronze,23.0,180.0,78.0
M,SWE,1948 Summer,Wrestling,Silver,27.0,187.0,100.0
M,SWE,1952 Summer,Wrestling,Silver,30.0,187.0,100.0
M,SWE,1960 Summer,Wrestling,Bronze,25.0,179.0,79.0
M,URS,1968 Summer,Volleyball,Gold,20.0,193.0,83.0
M,URS,1964 Winter,Speed Skating,Gold,25.0,184.0,84.0
M,FIN,1920 Summer,Wrestling,Gold,32.0,167.0,64.0
M,FIN,1924 Summer,Wrestling,Gold,36.0,167.0,64.0
F,RUS,2004 Summer,Athletics,Bronze,23.0,182.0,69.0
F,RUS,2004 Summer,Athletics,Silver,23.0,182.0,69.0
F,RUS,2012 Summer,Athletics,Gold,31.0,182.0,69.0
F,RUS,2012 Summer,Athletics,Silver,31.0,182.0,69.0
M,URS,1952 Summer,Athletics,Bronze,26.0,167.0,63.0
M,PAK,1964 Summer,Hockey,Silver,20.0,170.0,71.0
M,PAK,1968 Summer,Hockey,Gold,24.0,170.0,71.0
M,PAK,1972 Summer,Hockey,Silver,28.0,170.0,71.0
M,JPN,1972 Winter,Ski Jumping,Bronze,29.0,167.0,66.0
F,JPN,1972 Summer,Swimming,Gold,19.0,164.0,63.0
M,MAR,1984 Summer,Athletics,Gold,24.0,175.0,58.0
M,MAR,1988 Summer,Athletics,Bronze,28.0,175.0,58.0
M,TUR,2004 Summer,Athletics,Bronze,22.0,184.0,120.0
M,RUS,2012 Summer,Volleyball,Gold,29.0,203.0,105.0
M,NGR,2008 Summer,Football,Silver,21.0,180.0,79.0
M,URS,1988 Summer,Water Polo,Bronze,21.0,192.0,86.0
M,EUN,1992 Summer,Water Polo,Bronze,25.0,192.0,86.0
F,GER,1998 Winter,Biathlon,Bronze,24.0,172.0,62.0
F,GER,1998 Winter,Biathlon,Gold,24.0,172.0,62.0
F,GER,2002 Winter,Biathlon,Gold,28.0,172.0,62.0
F,GER,2006 Winter,Biathlon,Silver,32.0,172.0,62.0
M,NOR,1992 Winter,Nordic Combined,Silver,23.0,174.0,67.0
M,NOR,1994 Winter,Nordic Combined,Silver,25.0,174.0,67.0
F,ROU,1980 Summer,Rowing,Bronze,25.0,175.0,67.0
